seed_defensive_op,func_name,var,security_sensitive_operation,security_sensitive_behavior,defensive_behavior
kfree,dw_edma_start_transfer,child,dw_edma_free_burst,"When dw_edma_free_burst(child) frees resources associated with child, it creates use-after-free risk because child is still referenced in the list before being freed.",The kfree is executed after list_del(&child->list) to prevent use-after-free vulnerability by releasing child after it is no longer in use.
kfree,caam_algapi_hash_init,t_alg,caam_hash_alloc,"When caam_hash_alloc allocates memory for t_alg, it creates memory leak risk because failure to free t_alg in case of registration failure leads to resource exhaustion.",The kfree is executed in error paths to prevent memory leaks by releasing t_alg when crypto_engine_register_ahash fails.
kfree,rndis_filter_device_add,rndis_device,get_rndis_device,"When get_rndis_device assigns rndis_device, it creates a risk of memory leak because if netvsc_device_add fails, rndis_device will not be freed.",The kfree is executed in error paths to prevent memory leaks by releasing rndis_device before function exit.
kfree,snd_ivtv_init,itvsc,snd_ivtv_card_create,"When snd_ivtv_card_create creates itvsc, it creates a memory leak risk because failure to free itvsc in error paths leads to resource exhaustion.",The kfree is executed in error paths to prevent memory leaks by releasing itvsc before function exit.
kfree,snd_seq_open,client,seq_create_client1,"When seq_create_client1 allocates memory for client, it creates memory leak risk because failure to free leads to resource exhaustion if user->fifo allocation fails.",The kfree is executed in error paths to prevent memory leaks by releasing client before function exit.
kfree,resume_queues,queue_ids,get_queue_ids,"When get_queue_ids allocates memory for queue_ids, it creates memory leak risk because failure to free leads to resource exhaustion.",The kfree is executed after the use of queue_ids to prevent memory leaks by releasing the allocated memory.
kfree,calibrate_8960,data,qfprom_read,"When qfprom_read reads data into data, it creates a risk of memory leak because if data is not freed, it will not be released back to the system.",The kfree is executed after the data is used to prevent memory leaks by releasing the allocated memory for data.
kfree,rxrpc_request_key,description,request_key_net,"When request_key_net requests a key using description, it creates a risk of memory leak because if request_key_net fails, the allocated memory for description is not freed.",The kfree is executed in the error path after request_key_net to prevent memory leaks by releasing description before function exit.
kfree,gpio_mdio_probe,new_bus,mdiobus_alloc,"When mdiobus_alloc allocates memory for new_bus, it creates memory leak risk because failure to free leads to resource exhaustion.",The kfree is executed in error paths to prevent memory leaks by releasing new_bus before function exit.
kfree,exclude_super_stripes,logical,btrfs_rmap_block,"When btrfs_rmap_block is called, it creates a risk of memory leak because logical may be allocated memory that is not freed if the function exits early due to an error.",The kfree is executed in the unlikely condition of having super stripes in sequential zones to prevent memory leaks by releasing logical.
kfree,parse_field,str,kstrdup,"When kstrdup duplicates field_str into str, it creates memory leak risk because failure to free str leads to resource exhaustion.",The kfree is executed in the cleanup section to prevent memory leaks by releasing str before function exit.
kfree,cs35l41_load_tuning_params,tuning_param_filename,cs35l41_request_tuning_param_file,"When cs35l41_request_tuning_param_file allocates memory for tuning_param_filename, it creates memory leak risk because failure to free leads to resource exhaustion.",The kfree is executed in the cleanup section to prevent memory leaks by releasing tuning_param_filename before function exit.
kfree,ovl_own_xattr_set,escaped,ovl_xattr_escape_name,"When ovl_xattr_escape_name(handler->prefix, name) assigns to escaped, it creates memory leak risk because if kfree is not called, the allocated memory for escaped will not be released.",The kfree is executed after the call to ovl_xattr_set to prevent memory leaks by releasing escaped before function exit.
kfree,ieee80211_prep_channel,elems,ieee80211_determine_chan_mode,"When ieee80211_determine_chan_mode is called on elems, it creates use-after-free risk because elems may be freed if the MLO condition is met and not properly handled afterwards.",The kfree is executed when the MLO condition is not supported by the AP to prevent memory leaks by releasing elems before function exit.
kfree,maven_probe,data,maven_init_client,"When maven_init_client(client) is called, it creates a risk of memory leak because if maven_init_client fails, the allocated memory for data is not freed.",The kfree is executed in the error path to prevent memory leaks by releasing data before function exit.
kfree,stm32_cryp_aead_prepare,cryp->header_sg,stm32_cryp_truncate_sg,"When stm32_cryp_truncate_sg assigns to cryp->header_sg, it creates memory leak risk because failure to free cryp->header_sg leads to resource exhaustion.",The kfree is executed when DMA is not possible to prevent memory leaks by releasing cryp->header_sg.
kfree,ubifs_write_rcvrd_mst_node,c->rcvrd_mst_node,write_rcvrd_mst_node,"When write_rcvrd_mst_node is called on c->rcvrd_mst_node, it creates use-after-free risk because c->rcvrd_mst_node may be accessed after it is freed if an error occurs during the write operation.",The kfree is executed after the write_rcvrd_mst_node call to prevent memory leaks by releasing c->rcvrd_mst_node if the write operation is successful.
kfree,fsl_lbc_syscore_resume,ctrl->saved_regs,_memcpy_toio,"When _memcpy_toio copies data to lbc from ctrl->saved_regs, it creates use-after-free risk because ctrl->saved_regs is accessed after being freed.",The kfree is executed after the memcpy operation to prevent memory leaks by releasing ctrl->saved_regs.
kfree,acpi_device_override_status,path.pointer,acpi_get_name,"When acpi_get_name allocates memory for path.pointer, it creates memory leak risk because failure to free the allocated buffer leads to resource exhaustion.",The kfree is executed after the comparison to prevent memory leaks by releasing path.pointer before function exit.
kfree,exynos_icc_get_parent,icc_node_data,of_icc_get_from_provider,"When of_icc_get_from_provider() assigns to icc_node_data, it creates a risk of memory leak because failing to free icc_node_data leads to resource exhaustion.",The kfree is executed after checking for errors to prevent memory leaks by releasing icc_node_data before function exit.
kfree,iwl_uefi_get_dsbr,data,iwl_uefi_get_verified_variable_guid,"When iwl_uefi_get_verified_variable_guid allocates memory for data, it creates memory leak risk because failure to free leads to resource exhaustion.",The kfree is executed in the cleanup section to prevent memory leaks by releasing data before function exit.
kfree,ucc_geth_memclean,ugeth->p_init_enet_param_shadow,return_init_enet_entries,"When return_init_enet_entries accesses &(ugeth->p_init_enet_param_shadow->rxthread[0]), it creates use-after-free risk because p_init_enet_param_shadow may be freed before its contents are accessed.",The kfree is executed after the return_init_enet_entries calls to prevent memory leaks by releasing ugeth->p_init_enet_param_shadow.
kfree,amdgpu_dm_plane_init,modifiers,amdgpu_dm_plane_get_plane_modifiers,"When amdgpu_dm_plane_get_plane_modifiers assigns to modifiers, it creates memory leak risk because failure to free the allocated memory leads to resource exhaustion.",The kfree is executed after drm_universal_plane_init to prevent memory leaks by releasing modifiers before function exit.
kfree,sctp_setsockopt,kopt,memdup_sockptr,"When memdup_sockptr duplicates data into kopt, it creates memory leak risk because failure to free kopt leads to resource exhaustion.",The kfree is executed after all operations on kopt to prevent memory leaks by releasing kopt before function exit.
kfree,brcmf_msgbuf_flowring_worker,create,brcmf_msgbuf_flowring_create_worker,"When brcmf_msgbuf_flowring_create_worker is called with create, it creates use-after-free risk because create is freed immediately after the function call without ensuring it is not accessed again.",The kfree is executed after processing create to prevent memory leaks by releasing the memory allocated for create.
kfree,btrfs_init_sprout,seed_devices,alloc_fs_devices,"When alloc_fs_devices allocates memory for seed_devices, it creates memory leak risk because failure to free leads to resource exhaustion.",The kfree is executed in error paths to prevent memory leaks by releasing seed_devices before function exit.
kfree,tegra_bpmp_init_clocks,clocks,tegra_bpmp_probe_clocks,"When tegra_bpmp_probe_clocks probes clocks, it creates a risk of memory leak because if the function fails after allocation, the allocated memory for clocks would not be freed.",The kfree is executed in error paths to prevent memory leaks by releasing clocks before function exit.
